Date,AXISBANK.NS,HDFCBANK.NS,HINDUNILVR.NS,ICICIBANK.NS,INFY.NS,ITC.NS,LT.NS,RELIANCE.NS,SBIN.NS,TCS.NS
2021-02-28,0.09337751809991945,0.10348786825411027,-0.058240273957920086,0.11312851246433842,0.011500625481645432,0.027662282383658754,0.08076723422227094,0.13238687655744408,0.3830202066814108,-0.06976078522306417
2021-03-31,-0.037734448211554694,-0.026557617405683853,0.1404515651957734,-0.026181601585948622,0.091558369857621,0.07186677551276222,-0.016360468947792528,-0.03964907106572291,-0.06625659840578613,0.09796837325198338
2021-04-30,0.025019622992487944,-0.054463726254402434,-0.03197579928852656,0.031609824993828806,-0.010014486395843125,-0.07276897652178882,-0.05528943156283839,-0.004293308308242705,-0.029645786313348688,-0.04474720511827268
2021-05-31,0.05007699186717951,0.07332004794857072,-0.0058206285421607,0.1036636679934475,0.04019644912714826,0.06910177952720731,0.09493091564315215,0.08312859346477364,0.20042435277453974,0.045773960061337826
2021-06-30,-0.0031971710751050875,-0.007564862723039356,0.0637299081626217,-0.04805734568261533,0.13420638556258968,-0.03711570917923279,0.02238202454390481,-0.01957678488634773,-0.003015712287345984,0.0590664231549658
2021-07-31,-0.05265256404039975,-0.04770013489361946,-0.05584113667126389,0.08495528129796504,0.018788016061664026,0.01110004856903668,0.07932194078962307,-0.035699902146342444,0.03005720472725648,-0.05122544609210322
2021-08-31,0.10946537551602398,0.10862637742741321,0.1674881349123778,0.05355331762675464,0.05957765461235165,0.03098320467729132,0.04417878022538546,0.10949250421456069,-0.013316373538469928,0.1954252526906568
2021-09-30,-0.025365565820862024,0.008568272027543955,-0.008186067681258846,-0.025311262903821796,-0.01831288247136853,0.11760522784733962,0.018388864463068977,0.11562544663218399,0.06325549196972502,-0.0028786710674101323
2021-10-31,-0.03202663418548468,-0.0075863307983613515,-0.10879529295936974,0.14439614636445985,0.004375815695235374,-0.05483787623327141,0.03740575511421418,0.006748169060760922,0.10849890314610855,-0.09833815620835218
2021-11-30,-0.11637468147990415,-0.05641713495158662,-0.031590392837286596,-0.10934483193888112,0.02692251213508623,-0.009184648734477219,-0.0010754615909660536,-0.051592026755049036,-0.08284379054166457,0.038672601054562605
2021-12-31,0.034927309672172946,-0.009474177560710784,0.018381499766975784,0.03611672733480131,0.10223918719716751,-0.014017688171818365,0.07431651026240993,-0.015485787017395003,-0.00021709804734149074,0.05927770021749401
2022-01-31,0.1392674357414747,0.004258576504707623,-0.03660768822389482,0.06572977294335747,-0.08028079043839575,0.009860109756386848,0.007015072543538725,0.007790708291728787,0.16907368538373735,0.0011945951367395846
2022-02-28,-0.039648023105074204,-0.040014921620465826,-0.04470583992720345,-0.05844304659475619,-0.011864952634800807,0.0037896168141138276,-0.04842337998278301,-0.011334143889265569,-0.10235924850716038,-0.0487253848243393
2022-03-31,0.025255869627332173,0.030920204110919558,-0.05683446560728056,-0.016695862603753442,0.11147698908067616,0.16122297601351998,-0.027026296607393197,0.1166324658981499,0.021419671872983326,0.052262166586552805
2022-04-30,-0.04276425740301282,-0.058319323726770955,0.09088901484382061,0.017800869029386268,-0.17793736497614454,0.03550765839033643,-0.04146751384601122,0.05901900646589042,0.00557184388558607,-0.051671873322412076
2022-05-31,-0.059566291240888636,0.014805225665974753,0.05297892998421183,0.012848005073681668,-0.03063783704257861,0.06819108194260481,-0.02351928232215006,-0.05648234486241199,-0.042101008692354114,-0.04502416257286934
2022-06-30,-0.07063645531277485,-0.029482757644440638,-0.043750538517319026,-0.06063606252057585,-0.02773346591990078,0.010530191343004036,-0.058174808652542986,-0.01405438345394594,-0.004699844804479381,-0.0289060917121009
2022-07-31,0.1398449732375946,0.06394653037849074,0.1823726857793848,0.15752253080661238,0.06005894699482983,0.10804375672995548,0.17516704372502923,-0.033209414855209896,0.1340415974255822,0.013319287294816684
2022-08-31,0.036909278362702524,0.036187495505882517,0.008512227459556598,0.09042835710737851,-0.03662010817388983,0.057581214657657975,0.06330022904992028,0.05463620355679488,0.0054888016208070045,-0.027484059373489966
2022-09-30,-0.024351297112616188,-0.043570371433846455,0.01376000303035596,-0.0285134853649347,-0.053250273355639255,0.036505580531470905,-0.038907683324795106,-0.09863718256113496,-0.0012235831763235394,-0.06433823054984267
2022-10-31,0.23567923202461505,0.05301287462028603,-0.05405257047765477,0.054176361817364294,0.09975895324344064,0.049668817284579614,0.09492885260561112,0.0722742384570556,0.08141727624310557,0.06552183147530077
2022-11-30,-0.005242867730239964,0.07466427915268237,0.05945858998837905,0.04864097014602797,0.06327843885957796,-0.024949858010170245,0.025579530118432503,0.07128558746854585,0.04993037015276269,0.06189806181447066
2022-12-31,0.036061088886346404,0.012247736400996967,-0.045932881113064594,-0.0651170682494997,-0.07752543950020985,-0.024852913306588453,0.005277591379687863,-0.06742087078483106,0.018673633523180078,-0.03954800927007229
2023-01-31,-0.06655962434212981,-0.015139798068504406,0.006130197889616662,-0.06617277477463945,0.01694091225632577,0.06273568611149805,0.01850591859915096,-0.07590682332587273,-0.09809348918053196,0.05476223032450722
2023-02-28,-0.031551133036940016,-0.0024321428582729787,-0.04505674011184857,0.027587409853419675,-0.030122286036318502,0.08662802312213636,-0.007178340594005572,-0.013297351151746017,-0.05546516253720524,-0.01365101714260164
